Niveau_alerte,date,region_id,hospit_pct,first_dose,second_dose,CONNECT_lag,Faibles_revenues_65_ans,Immigration_2011_2016
1,2020-06-25,10,0,0,0,0.29,0.011,0.0039
1,2020-06-25,11,0,0,0,0.29,0.011,0.0022
1,2020-06-25,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-25,13,0.007092315948491,0,0,0.29,0.085,0.0358
1,2020-06-25,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-06-25,15,0.009501187648456,0,0,0.29,0.042,0.0061
2,2020-06-25,16,0.00797955460786,0,0,0.29,0.05,0.0167
1,2020-06-26,1,0.000506624110241,0,0,0.29,0.014,0.0031
1,2020-06-26,2,0,0,0,0.29,0.017,0.0022
1,2020-06-26,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-06-26,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-06-26,5,0.000211588713858,0,0,0.29,0.021,0.0113
3,2020-06-26,6,0.011946176296727,0,0,0.29,0.145,0.0714
1,2020-06-26,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-06-26,8,0,0,0,0.29,0.015,0.0039
1,2020-06-26,9,0,0,0,0.29,0.013,0.0026
1,2020-06-26,10,0,0,0,0.29,0.011,0.0039
1,2020-06-26,11,0.001107284826876,0,0,0.29,0.011,0.0022
1,2020-06-26,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-26,13,0.007092315948491,0,0,0.29,0.085,0.0358
1,2020-06-26,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-06-26,15,0.009501187648456,0,0,0.29,0.042,0.0061
2,2020-06-26,16,0.007905669842973,0,0,0.29,0.05,0.0167
1,2020-06-27,1,0.001013248220483,0,0,0.29,0.014,0.0031
1,2020-06-27,2,0,0,0,0.29,0.017,0.0022
1,2020-06-27,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-06-27,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-06-27,5,0.000211588713858,0,0,0.29,0.021,0.0113
3,2020-06-27,6,0.012152144853567,0,0,0.29,0.145,0.0714
1,2020-06-27,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-06-27,8,0,0,0,0.29,0.015,0.0039
1,2020-06-27,9,0,0,0,0.29,0.013,0.0026
1,2020-06-27,10,0,0,0,0.29,0.011,0.0039
1,2020-06-27,11,0.001107284826876,0,0,0.29,0.011,0.0022
1,2020-06-27,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-27,13,0.007328726480107,0,0,0.29,0.085,0.0358
1,2020-06-27,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-06-27,15,0.009161859518154,0,0,0.29,0.042,0.0061
2,2020-06-27,16,0.00738847648876,0,0,0.29,0.05,0.0167
1,2020-06-28,1,0.001013248220483,0,0,0.29,0.014,0.0031
1,2020-06-28,2,0,0,0,0.29,0.017,0.0022
1,2020-06-28,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-06-28,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-06-28,5,0.000211588713858,0,0,0.29,0.021,0.0113
3,2020-06-28,6,0.012100652714357,0,0,0.29,0.145,0.0714
1,2020-06-28,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-06-28,8,0,0,0,0.29,0.015,0.0039
1,2020-06-28,9,0,0,0,0.29,0.013,0.0026
1,2020-06-28,10,0,0,0,0.29,0.011,0.0039
1,2020-06-28,11,0,0,0,0.29,0.011,0.0022
1,2020-06-28,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-28,13,0.007328726480107,0,0,0.29,0.085,0.0358
1,2020-06-28,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-06-28,15,0.009840515778758,0,0,0.29,0.042,0.0061
2,2020-06-28,16,0.007240706958984,0,0,0.29,0.05,0.0167
1,2020-06-29,1,0.001013248220483,0,0,0.29,0.014,0.0031
1,2020-06-29,2,0,0,0,0.29,0.017,0.0022
1,2020-06-29,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-06-29,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-06-29,5,0.000423177427716,0,0,0.29,0.021,0.0113
3,2020-06-29,6,0.011379762765416,0,0,0.29,0.145,0.0714
1,2020-06-29,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-06-29,8,0,0,0,0.29,0.015,0.0039
1,2020-06-29,9,0,0,0,0.29,0.013,0.0026
1,2020-06-29,10,0,0,0,0.29,0.011,0.0039
1,2020-06-29,11,0,0,0,0.29,0.011,0.0022
1,2020-06-29,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-29,13,0.00780154754334,0,0,0.29,0.085,0.0358
1,2020-06-29,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-06-29,15,0.009161859518154,0,0,0.29,0.042,0.0061
2,2020-06-29,16,0.006871283134546,0,0,0.29,0.05,0.0167
1,2020-06-30,1,0.000506624110241,0,0,0.29,0.014,0.0031
1,2020-06-30,2,0,0,0,0.29,0.017,0.0022
1,2020-06-30,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-06-30,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-06-30,5,0.000423177427716,0,0,0.29,0.021,0.0113
3,2020-06-30,6,0.010864841373316,0,0,0.29,0.145,0.0714
1,2020-06-30,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-06-30,8,0,0,0,0.29,0.015,0.0039
1,2020-06-30,9,0,0,0,0.29,0.013,0.0026
1,2020-06-30,10,0,0,0,0.29,0.011,0.0039
1,2020-06-30,11,0,0,0,0.29,0.011,0.0022
1,2020-06-30,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-06-30,13,0.008037958074956,0,0,0.29,0.085,0.0358
1,2020-06-30,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-06-30,15,0.008992195453003,0,0,0.29,0.042,0.0061
2,2020-06-30,16,0.006723513604771,0,0,0.29,0.05,0.0167
1,2020-07-01,1,0.000506624110241,0,0,0.29,0.014,0.0031
1,2020-07-01,2,0,0,0,0.29,0.017,0.0022
1,2020-07-01,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-07-01,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-01,5,0.000423177427716,0,0,0.29,0.021,0.0113
3,2020-07-01,6,0.010452904259636,0,0,0.29,0.145,0.0714
1,2020-07-01,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-01,8,0,0,0,0.29,0.015,0.0039
1,2020-07-01,9,0,0,0,0.29,0.013,0.0026
1,2020-07-01,10,0,0,0,0.29,0.011,0.0039
1,2020-07-01,11,0,0,0,0.29,0.011,0.0022
1,2020-07-01,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-07-01,13,0.00780154754334,0,0,0.29,0.085,0.0358
1,2020-07-01,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-01,15,0.009161859518154,0,0,0.29,0.042,0.0061
2,2020-07-01,16,0.006575744074996,0,0,0.29,0.05,0.0167
1,2020-07-02,1,0.000506624110241,0,0,0.29,0.014,0.0031
1,2020-07-02,2,0,0,0,0.29,0.017,0.0022
1,2020-07-02,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-07-02,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-02,5,0.000423177427716,0,0,0.29,0.021,0.0113
3,2020-07-02,6,0.010349919981216,0,0,0.29,0.145,0.0714
1,2020-07-02,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-02,8,0,0,0,0.29,0.015,0.0039
1,2020-07-02,9,0,0,0,0.29,0.013,0.0026
1,2020-07-02,10,0,0,0,0.29,0.011,0.0039
1,2020-07-02,11,0,0,0,0.29,0.011,0.0022
1,2020-07-02,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-07-02,13,0.006619494885258,0,0,0.29,0.085,0.0358
1,2020-07-02,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-02,15,0.00848320325755,0,0,0.29,0.042,0.0061
2,2020-07-02,16,0.006058550720783,0,0,0.29,0.05,0.0167
1,2020-07-03,1,0,0,0,0.29,0.014,0.0031
1,2020-07-03,2,0,0,0,0.29,0.017,0.0022
1,2020-07-03,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-07-03,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-03,5,0.000423177427716,0,0,0.29,0.021,0.0113
3,2020-07-03,6,0.010195443563586,0,0,0.29,0.145,0.0714
1,2020-07-03,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-03,8,0,0,0,0.29,0.015,0.0039
1,2020-07-03,9,0,0,0,0.29,0.013,0.0026
1,2020-07-03,10,0,0,0,0.29,0.011,0.0039
1,2020-07-03,11,0,0,0,0.29,0.011,0.0022
1,2020-07-03,12,0.000476097523817,0,0,0.29,0.03,0.0041
2,2020-07-03,13,0.006146673822025,0,0,0.29,0.085,0.0358
1,2020-07-03,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-03,15,0.007634882931795,0,0,0.29,0.042,0.0061
2,2020-07-03,16,0.005615242131457,0,0,0.29,0.05,0.0167
1,2020-07-04,1,0,0,0,0.29,0.014,0.0031
1,2020-07-04,2,0,0,0,0.29,0.017,0.0022
1,2020-07-04,3,0.001369868643296,0,0,0.29,0.084,0.0174
1,2020-07-04,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-04,5,0.000846354855432,0,0,0.29,0.021,0.0113
2,2020-07-04,6,0.009989475006745,0,0,0.29,0.145,0.0714
1,2020-07-04,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-04,8,0,0,0,0.29,0.015,0.0039
1,2020-07-04,9,0,0,0,0.29,0.013,0.0026
1,2020-07-04,10,0,0,0,0.29,0.011,0.0039
1,2020-07-04,11,0,0,0,0.29,0.011,0.0022
1,2020-07-04,12,0.000238048761908,0,0,0.29,0.03,0.0041
2,2020-07-04,13,0.005910263290409,0,0,0.29,0.085,0.0358
1,2020-07-04,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-04,15,0.007295554801493,0,0,0.29,0.042,0.0061
2,2020-07-04,16,0.005615242131457,0,0,0.29,0.05,0.0167
1,2020-07-05,1,0,0,0,0.29,0.014,0.0031
1,2020-07-05,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-05,3,0.001369868643296,0,0,0.29,0.084,0.0174
1,2020-07-05,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-05,5,0.000846354855432,0,0,0.29,0.021,0.0113
2,2020-07-05,6,0.010040967145956,0,0,0.29,0.145,0.0714
1,2020-07-05,7,0.001306834220238,0,0,0.29,0.06,0.0201
1,2020-07-05,8,0,0,0,0.29,0.015,0.0039
1,2020-07-05,9,0,0,0,0.29,0.013,0.0026
1,2020-07-05,10,0,0,0,0.29,0.011,0.0039
1,2020-07-05,11,0,0,0,0.29,0.011,0.0022
1,2020-07-05,12,0.000238048761908,0,0,0.29,0.03,0.0041
2,2020-07-05,13,0.005910263290409,0,0,0.29,0.085,0.0358
1,2020-07-05,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-05,15,0.007804546996946,0,0,0.29,0.042,0.0061
2,2020-07-05,16,0.005689126896345,0,0,0.29,0.05,0.0167
1,2020-07-06,1,0,0,0,0.29,0.014,0.0031
1,2020-07-06,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-06,3,0.001369868643296,0,0,0.29,0.084,0.0174
1,2020-07-06,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-06,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-06,6,0.009320077197015,0,0,0.29,0.145,0.0714
1,2020-07-06,7,0.001045467376191,0,0,0.29,0.06,0.0201
1,2020-07-06,8,0,0,0,0.29,0.015,0.0039
1,2020-07-06,9,0,0,0,0.29,0.013,0.0026
1,2020-07-06,10,0,0,0,0.29,0.011,0.0039
1,2020-07-06,11,0,0,0,0.29,0.011,0.0022
1,2020-07-06,12,0,0,0,0.29,0.03,0.0041
2,2020-07-06,13,0.005437442227176,0,0,0.29,0.085,0.0358
1,2020-07-06,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-06,15,0.007804546996946,0,0,0.29,0.042,0.0061
2,2020-07-06,16,0.004876394482581,0,0,0.29,0.05,0.0167
1,2020-07-07,1,0,0,0,0.29,0.014,0.0031
1,2020-07-07,2,0.001085509176171,0,0,0.29,0.017,0.0022
1,2020-07-07,3,0.001369868643296,0,0,0.29,0.084,0.0174
1,2020-07-07,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-07,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-07,6,0.008908140083335,0,0,0.29,0.145,0.0714
1,2020-07-07,7,0.000784100532143,0,0,0.29,0.06,0.0201
1,2020-07-07,8,0,0,0,0.29,0.015,0.0039
1,2020-07-07,9,0,0,0,0.29,0.013,0.0026
1,2020-07-07,10,0,0,0,0.29,0.011,0.0039
1,2020-07-07,11,0,0,0,0.29,0.011,0.0022
1,2020-07-07,12,0,0,0,0.29,0.03,0.0041
2,2020-07-07,13,0.00520103169556,0,0,0.29,0.085,0.0358
1,2020-07-07,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-07,15,0.008143875127248,0,0,0.29,0.042,0.0061
2,2020-07-07,16,0.004211431598593,0,0,0.29,0.05,0.0167
1,2020-07-08,1,0,0,0,0.29,0.014,0.0031
1,2020-07-08,2,0.001085509176171,0,0,0.29,0.017,0.0022
1,2020-07-08,3,0.001369868643296,0,0,0.29,0.084,0.0174
1,2020-07-08,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-08,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-08,6,0.008187250134394,0,0,0.29,0.145,0.0714
1,2020-07-08,7,0.001306834220238,0,0,0.29,0.06,0.0201
1,2020-07-08,8,0,0,0,0.29,0.015,0.0039
1,2020-07-08,9,0,0,0,0.29,0.013,0.0026
1,2020-07-08,10,0,0,0,0.29,0.011,0.0039
1,2020-07-08,11,0,0,0,0.29,0.011,0.0022
1,2020-07-08,12,0,0,0,0.29,0.03,0.0041
2,2020-07-08,13,0.004964621163944,0,0,0.29,0.085,0.0358
1,2020-07-08,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-08,15,0.007804546996946,0,0,0.29,0.042,0.0061
2,2020-07-08,16,0.003620353479492,0,0,0.29,0.05,0.0167
1,2020-07-09,1,0,0,0,0.29,0.014,0.0031
1,2020-07-09,2,0.001085509176171,0,0,0.29,0.017,0.0022
1,2020-07-09,3,0.001232881778966,0,0,0.29,0.084,0.0174
1,2020-07-09,4,0.001376568058508,0,0,0.29,0.021,0.0053
1,2020-07-09,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-09,6,0.007981281577554,0,0,0.29,0.145,0.0714
1,2020-07-09,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-07-09,8,0,0,0,0.29,0.015,0.0039
1,2020-07-09,9,0,0,0,0.29,0.013,0.0026
1,2020-07-09,10,0,0,0,0.29,0.011,0.0039
1,2020-07-09,11,0,0,0,0.29,0.011,0.0022
1,2020-07-09,12,0,0,0,0.29,0.03,0.0041
2,2020-07-09,13,0.004728210632327,0,0,0.29,0.085,0.0358
1,2020-07-09,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-09,15,0.008313539192399,0,0,0.29,0.042,0.0061
2,2020-07-09,16,0.004433085893256,0,0,0.29,0.05,0.0167
1,2020-07-10,1,0,0,0,0.29,0.014,0.0031
1,2020-07-10,2,0.001085509176171,0,0,0.29,0.017,0.0022
1,2020-07-10,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-07-10,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-07-10,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-10,6,0.007929789438344,0,0,0.29,0.145,0.0714
1,2020-07-10,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-07-10,8,0,0,0,0.29,0.015,0.0039
1,2020-07-10,9,0,0,0,0.29,0.013,0.0026
1,2020-07-10,10,0,0,0,0.29,0.011,0.0039
1,2020-07-10,11,0,0,0,0.29,0.011,0.0022
1,2020-07-10,12,0,0,0,0.29,0.03,0.0041
2,2020-07-10,13,0.004728210632327,0,0,0.29,0.085,0.0358
1,2020-07-10,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-10,15,0.007125890736342,0,0,0.29,0.042,0.0061
2,2020-07-10,16,0.004654740187919,0,0,0.29,0.05,0.0167
1,2020-07-11,1,0,0,0,0.29,0.014,0.0031
1,2020-07-11,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-11,3,0.001095894914637,0,0,0.29,0.084,0.0174
1,2020-07-11,4,0.002163178377656,0,0,0.29,0.021,0.0053
1,2020-07-11,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-11,6,0.007723820881504,0,0,0.29,0.145,0.0714
1,2020-07-11,7,0.002090934752381,0,0,0.29,0.06,0.0201
1,2020-07-11,8,0,0,0,0.29,0.015,0.0039
1,2020-07-11,9,0,0,0,0.29,0.013,0.0026
1,2020-07-11,10,0,0,0,0.29,0.011,0.0039
1,2020-07-11,11,0,0,0,0.29,0.011,0.0022
1,2020-07-11,12,0,0,0,0.29,0.03,0.0041
2,2020-07-11,13,0.004018979037478,0,0,0.29,0.085,0.0358
1,2020-07-11,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-11,15,0.007125890736342,0,0,0.29,0.042,0.0061
2,2020-07-11,16,0.004433085893256,0,0,0.29,0.05,0.0167
1,2020-07-12,1,0,0,0,0.29,0.014,0.0031
1,2020-07-12,2,0.001447345568228,0,0,0.29,0.017,0.0022
1,2020-07-12,3,0.000958908050307,0,0,0.29,0.084,0.0174
1,2020-07-12,4,0.002163178377656,0,0,0.29,0.021,0.0053
1,2020-07-12,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-12,6,0.007620836603084,0,0,0.29,0.145,0.0714
1,2020-07-12,7,0.002090934752381,0,0,0.29,0.06,0.0201
1,2020-07-12,8,0,0,0,0.29,0.015,0.0039
1,2020-07-12,9,0,0,0,0.29,0.013,0.0026
1,2020-07-12,10,0,0,0,0.29,0.011,0.0039
1,2020-07-12,11,0,0,0,0.29,0.011,0.0022
1,2020-07-12,12,0,0,0,0.29,0.03,0.0041
2,2020-07-12,13,0.004018979037478,0,0,0.29,0.085,0.0358
1,2020-07-12,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-12,15,0.006956226671191,0,0,0.29,0.042,0.0061
2,2020-07-12,16,0.004433085893256,0,0,0.29,0.05,0.0167
1,2020-07-13,1,0,0,0,0.29,0.014,0.0031
1,2020-07-13,2,0.001447345568228,0,0,0.29,0.017,0.0022
1,2020-07-13,3,0.000958908050307,0,0,0.29,0.084,0.0174
1,2020-07-13,4,0.001966525797869,0,0,0.29,0.021,0.0053
1,2020-07-13,5,0.000634766141574,0,0,0.29,0.021,0.0113
2,2020-07-13,6,0.007414868046244,0,0,0.29,0.145,0.0714
1,2020-07-13,7,0.002090934752381,0,0,0.29,0.06,0.0201
1,2020-07-13,8,0,0,0,0.29,0.015,0.0039
1,2020-07-13,9,0,0,0,0.29,0.013,0.0026
1,2020-07-13,10,0,0,0,0.29,0.011,0.0039
1,2020-07-13,11,0,0,0,0.29,0.011,0.0022
1,2020-07-13,12,0,0,0,0.29,0.03,0.0041
2,2020-07-13,13,0.003782568505862,0,0,0.29,0.085,0.0358
1,2020-07-13,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-13,15,0.006956226671191,0,0,0.29,0.042,0.0061
2,2020-07-13,16,0.004063662068818,0,0,0.29,0.05,0.0167
1,2020-07-14,1,0,0,0,0.29,0.014,0.0031
1,2020-07-14,2,0.001447345568228,0,0,0.29,0.017,0.0022
1,2020-07-14,3,0.000821921185977,0,0,0.29,0.084,0.0174
1,2020-07-14,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-07-14,5,0.000846354855432,0,0,0.29,0.021,0.0113
2,2020-07-14,6,0.007105915210984,0,0,0.29,0.145,0.0714
1,2020-07-14,7,0.002090934752381,0,0,0.29,0.06,0.0201
1,2020-07-14,8,0,0,0,0.29,0.015,0.0039
1,2020-07-14,9,0,0,0,0.29,0.013,0.0026
1,2020-07-14,10,0,0,0,0.29,0.011,0.0039
1,2020-07-14,11,0,0,0,0.29,0.011,0.0022
1,2020-07-14,12,0,0,0,0.29,0.03,0.0041
2,2020-07-14,13,0.003546157974245,0,0,0.29,0.085,0.0358
1,2020-07-14,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-14,15,0.006956226671191,0,0,0.29,0.042,0.0061
2,2020-07-14,16,0.00398977730393,0,0,0.29,0.05,0.0167
1,2020-07-15,1,0,0,0,0.29,0.014,0.0031
1,2020-07-15,2,0.001809181960285,0,0,0.29,0.017,0.0022
1,2020-07-15,3,0.000684934321648,0,0,0.29,0.084,0.0174
1,2020-07-15,4,0.001573220638295,0,0,0.29,0.021,0.0053
1,2020-07-15,5,0.000423177427716,0,0,0.29,0.021,0.0113
2,2020-07-15,6,0.006848454514934,0,0,0.29,0.145,0.0714
1,2020-07-15,7,0.002090934752381,0,0,0.29,0.06,0.0201
1,2020-07-15,8,0,0,0,0.29,0.015,0.0039
1,2020-07-15,9,0,0,0,0.29,0.013,0.0026
1,2020-07-15,10,0,0,0,0.29,0.011,0.0039
1,2020-07-15,11,0,0,0,0.29,0.011,0.0022
1,2020-07-15,12,0,0,0,0.29,0.03,0.0041
2,2020-07-15,13,0.003546157974245,0,0,0.29,0.085,0.0358
1,2020-07-15,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-15,15,0.006956226671191,0,0,0.29,0.042,0.0061
2,2020-07-15,16,0.003915892539043,0,0,0.29,0.05,0.0167
1,2020-07-16,1,0,0,0,0.29,0.014,0.0031
1,2020-07-16,2,0.001809181960285,0,0,0.29,0.017,0.0022
1,2020-07-16,3,0.000410960592989,0,0,0.29,0.084,0.0174
1,2020-07-16,4,0.000983262898934,0,0,0.29,0.021,0.0053
1,2020-07-16,5,0.000211588713858,0,0,0.29,0.021,0.0113
2,2020-07-16,6,0.006590993818884,0,0,0.29,0.145,0.0714
1,2020-07-16,7,0.001829567908333,0,0,0.29,0.06,0.0201
1,2020-07-16,8,0,0,0,0.29,0.015,0.0039
1,2020-07-16,9,0,0,0,0.29,0.013,0.0026
1,2020-07-16,10,0,0,0,0.29,0.011,0.0039
1,2020-07-16,11,0,0,0,0.29,0.011,0.0022
1,2020-07-16,12,0,0,0,0.29,0.03,0.0041
2,2020-07-16,13,0.003546157974245,0,0,0.29,0.085,0.0358
1,2020-07-16,14,0.001414724452097,0,0,0.29,0.04,0.0054
2,2020-07-16,15,0.006277570410587,0,0,0.29,0.042,0.0061
2,2020-07-16,16,0.003842007774155,0,0,0.29,0.05,0.0167
1,2020-07-17,1,0,0,0,0.29,0.014,0.0031
1,2020-07-17,2,0.001447345568228,0,0,0.29,0.017,0.0022
1,2020-07-17,3,0.000410960592989,0,0,0.29,0.084,0.0174
1,2020-07-17,4,0.000589957739361,0,0,0.29,0.021,0.0053
1,2020-07-17,5,0.000211588713858,0,0,0.29,0.021,0.0113
2,2020-07-17,6,0.006488009540464,0,0,0.29,0.145,0.0714
1,2020-07-17,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-17,8,0,0,0,0.29,0.015,0.0039
1,2020-07-17,9,0,0,0,0.29,0.013,0.0026
1,2020-07-17,10,0,0,0,0.29,0.011,0.0039
1,2020-07-17,11,0,0,0,0.29,0.011,0.0022
1,2020-07-17,12,0,0,0,0.29,0.03,0.0041
1,2020-07-17,13,0.003309747442629,0,0,0.29,0.085,0.0358
1,2020-07-17,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-17,15,0.006107906345436,0,0,0.29,0.042,0.0061
2,2020-07-17,16,0.003620353479492,0,0,0.29,0.05,0.0167
1,2020-07-18,1,0,0,0,0.29,0.014,0.0031
1,2020-07-18,2,0.001447345568228,0,0,0.29,0.017,0.0022
1,2020-07-18,3,0.000273973728659,0,0,0.29,0.084,0.0174
1,2020-07-18,4,0.000589957739361,0,0,0.29,0.021,0.0053
1,2020-07-18,5,0.000211588713858,0,0,0.29,0.021,0.0113
2,2020-07-18,6,0.006436517401254,0,0,0.29,0.145,0.0714
1,2020-07-18,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-18,8,0,0,0,0.29,0.015,0.0039
1,2020-07-18,9,0,0,0,0.29,0.013,0.0026
1,2020-07-18,10,0,0,0,0.29,0.011,0.0039
1,2020-07-18,11,0,0,0,0.29,0.011,0.0022
1,2020-07-18,12,0,0,0,0.29,0.03,0.0041
2,2020-07-18,13,0.003546157974245,0,0,0.29,0.085,0.0358
1,2020-07-18,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-18,15,0.006447234475738,0,0,0.29,0.042,0.0061
2,2020-07-18,16,0.003768123009267,0,0,0.29,0.05,0.0167
1,2020-07-19,1,0,0,0,0.29,0.014,0.0031
1,2020-07-19,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-19,3,0.000273973728659,0,0,0.29,0.084,0.0174
1,2020-07-19,4,0.000589957739361,0,0,0.29,0.021,0.0053
1,2020-07-19,5,0.000211588713858,0,0,0.29,0.021,0.0113
2,2020-07-19,6,0.006436517401254,0,0,0.29,0.145,0.0714
1,2020-07-19,7,0.001568201064286,0,0,0.29,0.06,0.0201
1,2020-07-19,8,0,0,0,0.29,0.015,0.0039
1,2020-07-19,9,0,0,0,0.29,0.013,0.0026
1,2020-07-19,10,0,0,0,0.29,0.011,0.0039
1,2020-07-19,11,0,0,0,0.29,0.011,0.0022
1,2020-07-19,12,0,0,0,0.29,0.03,0.0041
2,2020-07-19,13,0.003546157974245,0,0,0.29,0.085,0.0358
1,2020-07-19,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-19,15,0.006616898540889,0,0,0.29,0.042,0.0061
2,2020-07-19,16,0.003842007774155,0,0,0.29,0.05,0.0167
1,2020-07-20,1,0,0,0,0.29,0.014,0.0031
1,2020-07-20,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-20,3,0.000273973728659,0,0,0.29,0.084,0.0174
1,2020-07-20,4,0.000589957739361,0,0,0.29,0.021,0.0053
1,2020-07-20,5,0.000211588713858,0,0,0.29,0.021,0.0113
2,2020-07-20,6,0.006488009540464,0,0,0.29,0.145,0.0714
1,2020-07-20,7,0.001306834220238,0,0,0.29,0.06,0.0201
1,2020-07-20,8,0,0,0,0.29,0.015,0.0039
1,2020-07-20,9,0,0,0,0.29,0.013,0.0026
1,2020-07-20,10,0,0,0,0.29,0.011,0.0039
1,2020-07-20,11,0,0,0,0.29,0.011,0.0022
1,2020-07-20,12,0,0,0,0.29,0.03,0.0041
1,2020-07-20,13,0.003073336911013,0,0,0.29,0.085,0.0358
1,2020-07-20,14,0.001212620958941,0,0,0.29,0.04,0.0054
2,2020-07-20,15,0.006447234475738,0,0,0.29,0.042,0.0061
2,2020-07-20,16,0.003768123009267,0,0,0.29,0.05,0.0167
1,2020-07-21,1,0,0,0,0.29,0.014,0.0031
1,2020-07-21,2,0.000723672784114,0,0,0.29,0.017,0.0022
1,2020-07-21,3,0.000273973728659,0,0,0.29,0.084,0.0174
