Niveau_alerte,date,region_id,hospit_pct,first_dose,second_dose,CONNECT_lag,Faibles_revenues_65_ans,Immigration_2011_2016
2,2020-04-16,16,0.008127324137636,0,0,0.72,0.05,0.0167
1,2020-04-17,1,0.001519872330724,0,0,0.72,0.014,0.0031
1,2020-04-17,2,0.002171018352342,0,0,0.72,0.017,0.0022
2,2020-04-17,3,0.004383579658547,0,0,0.72,0.084,0.0174
3,2020-04-17,4,0.012389112526573,0,0,0.72,0.021,0.0053
2,2020-04-17,5,0.00846354855432,0,0,0.72,0.021,0.0113
4,2020-04-17,6,0.033984811878619,0,0,0.72,0.145,0.0714
1,2020-04-17,7,0.002352301596429,0,0,0.72,0.06,0.0201
1,2020-04-17,8,0.003407921372438,0,0,0.72,0.015,0.0039
1,2020-04-17,9,0,0,0,0.72,0.013,0.0026
1,2020-04-17,10,0,0,0,0.72,0.011,0.0039
1,2020-04-17,11,0,0,0,0.72,0.011,0.0022
1,2020-04-17,12,0.001904390095267,0,0,0.72,0.03,0.0041
3,2020-04-17,13,0.019149253060925,0,0,0.72,0.085,0.0358
2,2020-04-17,14,0.007679932739957,0,0,0.72,0.04,0.0054
1,2020-04-17,15,0.002714625042416,0,0,0.72,0.042,0.0061
2,2020-04-17,16,0.008127324137636,0,0,0.72,0.05,0.0167
1,2020-04-18,1,0.001519872330724,0,0,0.72,0.014,0.0031
1,2020-04-18,2,0.002532854744399,0,0,0.72,0.017,0.0022
2,2020-04-18,3,0.004520566522876,0,0,0.72,0.084,0.0174
3,2020-04-18,4,0.01317572284572,0,0,0.72,0.021,0.0053
2,2020-04-18,5,0.008675137268178,0,0,0.72,0.021,0.0113
4,2020-04-18,6,0.034860178245189,0,0,0.72,0.145,0.0714
1,2020-04-18,7,0.002352301596429,0,0,0.72,0.06,0.0201
1,2020-04-18,8,0.00272633709795,0,0,0.72,0.015,0.0039
1,2020-04-18,9,0,0,0,0.72,0.013,0.0026
1,2020-04-18,10,0,0,0,0.72,0.011,0.0039
1,2020-04-18,11,0,0,0,0.72,0.011,0.0022
1,2020-04-18,12,0.002142438857176,0,0,0.72,0.03,0.0041
3,2020-04-18,13,0.017257968807995,0,0,0.72,0.085,0.0358
2,2020-04-18,14,0.007882036233114,0,0,0.72,0.04,0.0054
2,2020-04-18,15,0.003732609433322,0,0,0.72,0.042,0.0061
2,2020-04-18,16,0.008496747962073,0,0,0.72,0.05,0.0167
1,2020-04-19,1,0.001013248220483,0,0,0.72,0.014,0.0031
1,2020-04-19,2,0.001447345568228,0,0,0.72,0.017,0.0022
2,2020-04-19,3,0.004520566522876,0,0,0.72,0.084,0.0174
3,2020-04-19,4,0.01317572284572,0,0,0.72,0.021,0.0053
2,2020-04-19,5,0.009098314695894,0,0,0.72,0.021,0.0113
4,2020-04-19,6,0.037589261623321,0,0,0.72,0.145,0.0714
1,2020-04-19,7,0.002352301596429,0,0,0.72,0.06,0.0201
1,2020-04-19,8,0.001363168548975,0,0,0.72,0.015,0.0039
1,2020-04-19,9,0,0,0,0.72,0.013,0.0026
1,2020-04-19,10,0,0,0,0.72,0.011,0.0039
1,2020-04-19,11,0,0,0,0.72,0.011,0.0022
1,2020-04-19,12,0.001666341333359,0,0,0.72,0.03,0.0041
3,2020-04-19,13,0.017730789871227,0,0,0.72,0.085,0.0358
2,2020-04-19,14,0.006669415274174,0,0,0.72,0.04,0.0054
2,2020-04-19,15,0.003902273498473,0,0,0.72,0.042,0.0061
3,2020-04-19,16,0.010269982319376,0,0,0.72,0.05,0.0167
1,2020-04-20,1,0.001013248220483,0,0,0.72,0.014,0.0031
1,2020-04-20,2,0.001447345568228,0,0,0.72,0.017,0.0022
